Año,Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres
2016,Quiche,Insuficiencia cardíaca,56,26,30
2016,Quiche,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",54,24,30
2016,Quiche,Diabetes mellitus no insulinodependiente,51,20,31
2016,Quiche,Tumor maligno del hígado y de las vías biliares intrahepáticas,50,21,29
2016,Quiche,Enfermedad renal crónica,43,16,27
2016,Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",905,456,449
2016,Quiche,Otras causas,"1,243",659,584
2016,Baja Verapaz,Infarto agudo del miocardio,153,72,81
2016,Baja Verapaz,"Neumonía, organismo no especificado",147,72,75
2016,Baja Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",88,38,50
2016,Baja Verapaz,"Diabetes mellitus, no especificada",68,30,38
2016,Baja Verapaz,Exposición a factores no especificados,41,27,14
2016,Baja Verapaz,Hipertensión esencial (primaria),40,19,21
2016,Baja Verapaz,Fibrosis y cirrosis del hígado,37,21,16
2016,Baja Verapaz,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",35,34,1
2016,Baja Verapaz,Tumor maligno del estómago,30,10,20
2016,Baja Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,29,14,15
2016,Baja Verapaz,Diabetes mellitus no insulinodependiente,26,7,19
2016,Baja Verapaz,Insuficiencia cardíaca,25,12,13
2016,Baja Verapaz,"Agresión con disparo de otras armas de fuego, y las no especificadas",25,23,2
2016,Baja Verapaz,Otras enfermedades pulmonares obstructivas crónicas,23,14,9
2016,Baja Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,20,10,10
2016,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",95,45,50
2016,Baja Verapaz,Otras causas,481,280,201
2016,Alta Verapaz,"Neumonía, organismo no especificado",775,379,396
2016,Alta Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,368,175,193
2016,Alta Verapaz,Infarto agudo del miocardio,267,133,134
2016,Alta Verapaz,"Diabetes mellitus, no especificada",208,70,138
2016,Alta Verapaz,Fibrosis y cirrosis del hígado,172,86,86
2016,Alta Verapaz,Exposición a factores no especificados,118,101,17
2016,Alta Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",114,59,55
2016,Alta Verapaz,"Desnutrición proteicocalórica, no especificada",113,52,61
2016,Alta Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,110,43,67
2016,Alta Verapaz,Otras enfermedades pulmonares obstructivas crónicas,80,35,45
2016,Alta Verapaz,Otras sepsis,69,34,35
2016,Alta Verapaz,Tumor maligno del estómago,68,31,37
2016,Alta Verapaz,Otras anemias,67,27,40
2016,Alta Verapaz,Dificultad respiratoria del recién nacido,61,38,23
2016,Alta Verapaz,Úlcera gástrica,60,33,27
2016,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",179,92,87
2016,Alta Verapaz,Otras causas,"1,993","1,097",896
2016,Peten,"Agresión con disparo de otras armas de fuego, y las no especificadas",168,145,23
2016,Peten,Infarto agudo del miocardio,146,90,56
2016,Peten,"Diabetes mellitus, no especificada",121,40,81
2016,Peten,"Neumonía, organismo no especificado",118,71,47
2016,Peten,Exposición a factores no especificados,93,83,10
2016,Peten,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",80,69,11
2016,Peten,Fibrosis y cirrosis del hígado,72,36,36
2016,Peten,Agresión por medios no especificados,66,64,2
2016,Peten,Diabetes mellitus no insulinodependiente,63,20,43
2016,Peten,Otras gastroenteritis y colitis de origen infeccioso y no especificado,53,33,20
2016,Peten,"Neumonía bacteriana, no clasificada en otra parte",42,19,23
2016,Peten,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",39,18,21
2016,Peten,Insuficiencia cardíaca,30,18,12
2016,Peten,Otras enfermedades pulmonares obstructivas crónicas,30,18,12
2016,Peten,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,16,11
2016,Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",83,50,33
2016,Peten,Otras causas,843,487,356
2016,Izabal,Infarto agudo del miocardio,214,111,103
2016,Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",170,147,23
2016,Izabal,"Neumonía, organismo no especificado",115,68,47
2016,Izabal,"Diabetes mellitus, no especificada",110,45,65
2016,Izabal,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",107,95,12
2016,Izabal,Insuficiencia renal no especificada,92,49,43
2016,Izabal,Otras gastroenteritis y colitis de origen infeccioso y no especificado,72,35,37
2016,Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",58,28,30
2016,Izabal,Exposición a factores no especificados,53,40,13
2016,Izabal,Fibrosis y cirrosis del hígado,43,27,16
2016,Izabal,Insuficiencia cardíaca,40,12,28
2016,Izabal,Otros trastornos y los no especificados del sistema circulatorio,39,19,20
2016,Izabal,Otras sepsis,35,20,15
2016,Izabal,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",28,15,13
2016,Izabal,Enfermedad renal crónica,28,15,13
2016,Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",202,102,100
2016,Izabal,Otras causas,813,460,353
2016,Zacapa,Infarto agudo del miocardio,296,158,138
2016,Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",109,100,9
2016,Zacapa,"Diabetes mellitus, no especificada",73,28,45
2016,Zacapa,"Neumonía, organismo no especificado",67,28,39
2016,Zacapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",58,44,14
2016,Zacapa,Exposición a factores no especificados,58,47,11
2016,Zacapa,Diabetes mellitus no insulinodependiente,46,18,28
2016,Zacapa,Insuficiencia cardíaca,41,22,19
2016,Zacapa,Fibrosis y cirrosis del hígado,40,25,15
2016,Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",36,19,17
2016,Zacapa,Otras enfermedades cerebrovasculares,32,17,15
2016,Zacapa,Tumor maligno del estómago,31,15,16
2016,Zacapa,Otras enfermedades pulmonares obstructivas crónicas,26,12,14
2016,Zacapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,22,15,7
2016,Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,19,7,12
2016,Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",32,16,16
2016,Zacapa,Otras causas,559,329,230
2016,Chiquimula,Infarto agudo del miocardio,239,135,104
2016,Chiquimula,"Neumonía, organismo no especificado",165,87,78
2016,Chiquimula,Insuficiencia cardíaca,134,76,58
2016,Chiquimula,"Diabetes mellitus, no especificada",107,41,66
2016,Chiquimula,"Disparo de otras armas de fuego, y las no especificadas",91,80,11
2016,Chiquimula,Exposición a factores no especificados,86,73,13
2016,Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",83,47,36
2016,Chiquimula,Tumor maligno del estómago,60,28,32
2016,Chiquimula,Fibrosis y cirrosis del hígado,50,37,13
2016,Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",42,39,3
2016,Chiquimula,Otras enfermedades cerebrovasculares,34,9,25
2016,Chiquimula,Otras enfermedades pulmonares obstructivas crónicas,34,16,18
2016,Chiquimula,Otras gastroenteritis y colitis de origen infeccioso y no especificado,33,20,13
2016,Chiquimula,Diabetes mellitus no insulinodependiente,32,11,21
2016,Chiquimula,Tumor maligno del hígado y de las vías biliares intrahepáticas,28,17,11
2016,Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",78,33,45
2016,Chiquimula,Otras causas,726,441,285
2016,Jalapa,"Neumonía, organismo no especificado",125,64,61
2016,Jalapa,Infarto agudo del miocardio,90,51,39
2016,Jalapa,"Diabetes mellitus, no especificada",86,33,53
2016,Jalapa,Otros trastornos del encéfalo,69,29,40
2016,Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",64,59,5
2016,Jalapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,50,25,25
2016,Jalapa,Exposición a factores no especificados,46,35,11
2016,Jalapa,"Disparo de otras armas de fuego, y las no especificadas",41,38,3
2016,Jalapa,Insuficiencia cardíaca,39,22,17
2016,Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",37,18,19
2016,Jalapa,Otras enfermedades pulmonares obstructivas crónicas,36,16,20
2016,Jalapa,Otros trastornos y los no especificados del sistema circulatorio,29,15,14
2016,Jalapa,Fibrosis y cirrosis del hígado,29,16,13
2016,Jalapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,15,12
2016,Jalapa,Tumor maligno del estómago,25,10,15
2016,Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",281,150,131
2016,Jalapa,Otras causas,693,397,296
2016,Jutiapa,Infarto agudo del miocardio,466,247,219
2016,Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",180,99,81
2016,Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",166,158,8
2016,Jutiapa,"Diabetes mellitus, no especificada",165,54,111
2016,Jutiapa,"Neumonía, organismo no especificado",132,78,54
2016,Jutiapa,Exposición a factores no especificados,81,64,17
2016,Jutiapa,Tumor maligno del estómago,70,35,35
2016,Jutiapa,Insuficiencia cardíaca,68,33,35
2016,Jutiapa,Fibrosis y cirrosis del hígado,65,39,26
2016,Jutiapa,Enfermedad renal crónica,65,41,24
2016,Jutiapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",65,55,10
2016,Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,46,16,30
2016,Jutiapa,Diabetes mellitus no insulinodependiente,46,16,30
2016,Jutiapa,Tumor maligno de la próstata,42,42,-
2016,Jutiapa,Hipertensión esencial (primaria),32,20,12
2016,Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",113,60,53
2016,Jutiapa,Otras causas,906,525,381
2017,Guatemala,"Diabetes mellitus, no especificada","1,36",605,755
2017,Guatemala,Infarto agudo del miocardio,"1,224",677,547
2017,Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas","1,088",933,155
2017,Guatemala,Exposición a factores no especificados,860,706,154
2017,Guatemala,"Neumonía, organismo no especificado",819,434,385
2017,Guatemala,Fibrosis y cirrosis del hígado,744,541,203
2017,Guatemala,Enfermedad renal crónica,479,247,232
2017,Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,431,196,235
2017,Guatemala,Diabetes mellitus no insulinodependiente,405,159,246
2017,Guatemala,Insuficiencia cardíaca,313,128,185
2017,Guatemala,Otras sepsis,300,158,142
2017,Guatemala,"Disparo de otras armas de fuego, y las no especificadas",291,247,44
2017,Guatemala,Tumor maligno del estómago,276,114,162
2017,Guatemala,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",263,116,147
2017,Guatemala,Insuficiencia renal no especificada,211,101,110
2017,Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","1,652",807,845
2017,Guatemala,Otras causas,"7,466","3,96","3,506"
2017,El Progreso,Infarto agudo del miocardio,158,87,71
2017,El Progreso,"Neumonía, organismo no especificado",74,32,42
2017,El Progreso,"Diabetes mellitus, no especificada",72,24,48
2017,El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",49,20,29
2017,El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",37,30,7
2017,El Progreso,Tumor maligno del hígado y de las vías biliares intrahepáticas,36,22,14
2017,El Progreso,Otras enfermedades cerebrovasculares,31,15,16
2017,El Progreso,Tumor maligno del estómago,30,16,14
2017,El Progreso,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",30,22,8
2017,El Progreso,Otras enfermedades pulmonares obstructivas crónicas,26,13,13
2017,El Progreso,Exposición a factores no especificados,26,23,3
2017,El Progreso,Fibrosis y cirrosis del hígado,21,12,9
2017,El Progreso,Tumor maligno de la próstata,16,16,-
2017,El Progreso,Hipertensión esencial (primaria),16,8,8
2017,El Progreso,"Desnutrición proteicocalórica, no especificada",15,5,10
2017,El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",53,32,21
2017,El Progreso,Otras causas,389,219,170
2017,Sacatepequez,"Diabetes mellitus, no especificada",112,42,70
2017,Sacatepequez,"Neumonía, organismo no especificado",98,56,42
2017,Sacatepequez,Infarto agudo del miocardio,95,49,46
2017,Sacatepequez,Diabetes mellitus no insulinodependiente,84,31,53
2017,Sacatepequez,Exposición a factores no especificados,67,52,15
2017,Sacatepequez,Fibrosis y cirrosis del hígado,59,40,19
2017,Sacatepequez,"Desnutrición proteicocalórica, no especificada",41,22,19
2017,Sacatepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,38,17,21
2017,Sacatepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",38,14,24
2017,Sacatepequez,Enfermedad renal crónica,35,17,18
2017,Sacatepequez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",30,26,4
2017,Sacatepequez,Tumor maligno del estómago,28,12,16
2017,Sacatepequez,Enfermedad alcohólica del hígado,24,21,3
2017,Sacatepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",24,20,4
2017,Sacatepequez,Otras enfermedades cerebrovasculares,23,11,12
2017,Sacatepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",182,102,80
2017,Sacatepequez,Otras causas,674,369,305
2017,Chimaltenango,"Neumonía, organismo no especificado",410,210,200
2017,Chimaltenango,"Diabetes mellitus, no especificada",177,66,111
2017,Chimaltenango,Infarto agudo del miocardio,121,62,59
2017,Chimaltenango,Fibrosis y cirrosis del hígado,100,60,40
2017,Chimaltenango,Insuficiencia cardíaca,92,34,58
2017,Chimaltenango,Exposición a factores no especificados,91,73,18
2017,Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",81,34,47
2017,Chimaltenango,Enfermedad alcohólica del hígado,78,65,13
2017,Chimaltenango,Diabetes mellitus no insulinodependiente,70,29,41
2017,Chimaltenango,Tumor maligno del estómago,68,31,37
2017,Chimaltenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,63,32,31
2017,Chimaltenango,Enfermedad renal crónica,55,27,28
2017,Chimaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",50,46,4
2017,Chimaltenango,"Envenenamiento accidental por, y exposición al alcohol",46,44,2
2017,Chimaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,45,18,27
2017,Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",199,115,84
2017,Chimaltenango,Otras causas,"1,147",611,536
2017,Escuintla,Infarto agudo del miocardio,453,269,184
2017,Escuintla,"Diabetes mellitus, no especificada",328,120,208
2017,Escuintla,"Neumonía, organismo no especificado",302,165,137
2017,Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",266,227,39
2017,Escuintla,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",164,144,20
2017,Escuintla,Enfermedad renal crónica,163,99,64
