Año,Edad,Causa de muerte,Total,Hombres,Mujeres
2015,40 - 44 años,"Disparo de otras armas de fuego, y las no especificadas",60,48,12
2015,40 - 44 años,Enfermedad renal crónica,57,39,18
2015,40 - 44 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,54,27,27
2015,40 - 44 años,Tumor maligno del estómago,53,29,24
2015,40 - 44 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,49,28,21
2015,40 - 44 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",192,114,78
2015,40 - 44 años,Otras causas,1169,644,525
2015,45 - 49 años,"Diabetes mellitus, no especificada",232,104,128
2015,45 - 49 años,Fibrosis y cirrosis del hígado,201,153,48
2015,45 - 49 años,Exposición a factores no especificados,175,144,31
2015,45 - 49 años,Infarto agudo del miocardio,164,114,50
2015,45 - 49 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",159,134,25
2015,45 - 49 años,Enfermedad alcohólica del hígado,111,89,22
2015,45 - 49 años,"Neumonía, organismo no especificado",109,59,50
2015,45 - 49 años,Diabetes mellitus no insulinodependiente,91,39,52
2015,45 - 49 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,69,58,11
2015,45 - 49 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",65,53,12
2015,45 - 49 años,Enfermedad renal crónica,64,40,24
2015,45 - 49 años,"Envenenamiento accidental por, y exposición al alcohol",61,56,5
2015,45 - 49 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,55,21,34
2015,45 - 49 años,Tumor maligno del estómago,53,15,38
2015,45 - 49 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,49,27,22
2015,45 - 49 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",200,107,93
2015,45 - 49 años,Otras causas,128,672,608
2015,50 - 54 años,"Diabetes mellitus, no especificada",339,134,205
2015,50 - 54 años,Fibrosis y cirrosis del hígado,249,185,64
2015,50 - 54 años,Infarto agudo del miocardio,215,110,105
2015,50 - 54 años,Exposición a factores no especificados,179,153,26
2015,50 - 54 años,"Neumonía, organismo no especificado",151,89,62
2015,50 - 54 años,Diabetes mellitus no insulinodependiente,126,62,64
2015,50 - 54 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",117,97,20
2015,50 - 54 años,Enfermedad alcohólica del hígado,108,91,17
2015,50 - 54 años,Tumor maligno del estómago,92,40,52
2015,50 - 54 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,87,39,48
2015,50 - 54 años,Enfermedad renal crónica,87,53,34
2015,50 - 54 años,"Envenenamiento accidental por, y exposición al alcohol",64,59,5
2015,50 - 54 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,62,60,2
2015,50 - 54 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",54,44,10
2015,50 - 54 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,48,23,25
2015,50 - 54 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",264,165,99
2015,50 - 54 años,Otras causas,1483,753,730
2015,55 - 59 años,"Diabetes mellitus, no especificada",492,193,299
2015,55 - 59 años,Infarto agudo del miocardio,292,163,129
2015,55 - 59 años,Fibrosis y cirrosis del hígado,256,164,92
2015,55 - 59 años,"Neumonía, organismo no especificado",177,91,86
2015,55 - 59 años,Diabetes mellitus no insulinodependiente,166,75,91
2015,55 - 59 años,Exposición a factores no especificados,155,130,25
2015,55 - 59 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,127,63,64
2015,55 - 59 años,Enfermedad renal crónica,119,56,63
2015,55 - 59 años,Tumor maligno del estómago,118,65,53
2015,55 - 59 años,Enfermedad alcohólica del hígado,91,75,16
2015,55 - 59 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",78,70,8
2015,55 - 59 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",68,38,30
2015,55 - 59 años,Insuficiencia cardíaca,57,19,38
2015,55 - 59 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",53,47,6
2015,55 - 59 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,52,24,28
2015,55 - 59 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",295,159,136
2015,55 - 59 años,Otras causas,1726,887,839
2015,60 - 64 años,"Diabetes mellitus, no especificada",532,205,327
2015,60 - 64 años,Infarto agudo del miocardio,402,230,172
2015,60 - 64 años,Fibrosis y cirrosis del hígado,298,173,125
2015,60 - 64 años,"Neumonía, organismo no especificado",235,123,112
2015,60 - 64 años,Diabetes mellitus no insulinodependiente,231,98,133
2015,60 - 64 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,186,96,90
2015,60 - 64 años,Enfermedad renal crónica,158,93,65
2015,60 - 64 años,Exposición a factores no especificados,143,116,27
2015,60 - 64 años,Tumor maligno del estómago,138,69,69
2015,60 - 64 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",96,50,46
2015,60 - 64 años,Enfermedad renal crónica,96,43,53
2015,60 - 64 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,77,25,52
2015,60 - 64 años,Insuficiencia cardíaca,75,35,40
2015,60 - 64 años,Enfermedad alcohólica del hígado,68,53,15
2015,60 - 64 años,"Envenenamiento accidental por, y exposición al alcohol",61,58,3
2015,60 - 64 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",349,169,180
2015,60 - 64 años,Otras causas,1909,921,988
2015,65 - 69 años,"Diabetes mellitus, no especificada",585,233,352
2015,65 - 69 años,Infarto agudo del miocardio,472,279,193
2015,65 - 69 años,"Neumonía, organismo no especificado",307,155,152
2015,65 - 69 años,Fibrosis y cirrosis del hígado,274,145,129
2015,65 - 69 años,Diabetes mellitus no insulinodependiente,216,94,122
2015,65 - 69 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,184,88,96
2015,65 - 69 años,Tumor maligno del estómago,158,80,78
2015,65 - 69 años,Enfermedad renal crónica,147,73,74
2015,65 - 69 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",146,79,67
2015,65 - 69 años,Exposición a factores no especificados,134,107,27
2015,65 - 69 años,Insuficiencia cardíaca,113,50,63
2015,65 - 69 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,93,38,55
2015,65 - 69 años,Otras enfermedades pulmonares obstructivas crónicas,81,48,33
2015,65 - 69 años,Enfermedad renal crónica,79,47,32
2015,65 - 69 años,Otras enfermedades cerebrovasculares,70,35,35
2015,65 - 69 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",446,238,208
2015,65 - 69 años,Otras causas,1986,1085,901
2015,70 - 74 años,Infarto agudo del miocardio,540,278,262
2015,70 - 74 años,"Diabetes mellitus, no especificada",501,210,291
2015,70 - 74 años,"Neumonía, organismo no especificado",422,237,185
2015,70 - 74 años,Fibrosis y cirrosis del hígado,197,107,90
2015,70 - 74 años,Diabetes mellitus no insulinodependiente,185,81,104
2015,70 - 74 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,181,79,102
2015,70 - 74 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",175,88,87
2015,70 - 74 años,Tumor maligno del estómago,162,78,84
2015,70 - 74 años,Enfermedad renal crónica,138,77,61
2015,70 - 74 años,Insuficiencia cardíaca,130,75,55
2015,70 - 74 años,Exposición a factores no especificados,114,89,25
2015,70 - 74 años,Enfermedad renal crónica,102,52,50
2015,70 - 74 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,98,44,54
2015,70 - 74 años,Hipertensión esencial (primaria),80,41,39
2015,70 - 74 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",480,243,237
2015,70 - 74 años,Otras causas,1974,1004,970
2015,75 - 79 años,Infarto agudo del miocardio,653,347,306
2015,75 - 79 años,"Neumonía, organismo no especificado",615,311,304
2015,75 - 79 años,"Diabetes mellitus, no especificada",505,190,315
2015,75 - 79 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",271,132,139
2015,75 - 79 años,Diabetes mellitus no insulinodependiente,189,75,114
2015,75 - 79 años,Tumor maligno del estómago,183,90,93
2015,75 - 79 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,183,87,96
2015,75 - 79 años,Insuficiencia cardíaca,172,86,86
2015,75 - 79 años,Fibrosis y cirrosis del hígado,158,72,86
2015,75 - 79 años,Enfermedad renal crónica,148,81,67
2015,75 - 79 años,Otras enfermedades pulmonares obstructivas crónicas,120,62,58
2015,75 - 79 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,115,61,54
2015,75 - 79 años,Otras enfermedades cerebrovasculares,105,51,54
2015,75 - 79 años,Enfermedad renal crónica,104,59,45
2015,75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",683,333,350
2015,75 - 79 años,Otras causas,214,111,103
2015,80 - 84 años,Infarto agudo del miocardio,786,388,398
2015,80 - 84 años,"Neumonía, organismo no especificado",773,417,356
2015,80 - 84 años,"Diabetes mellitus, no especificada",365,136,229
2015,80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",343,158,185
2015,80 - 84 años,Insuficiencia cardíaca,255,123,132
2015,80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,168,98,70
2015,80 - 84 años,Diabetes mellitus no insulinodependiente,155,56,99
2015,80 - 84 años,Tumor maligno del estómago,134,63,71
2015,80 - 84 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,130,69,61
2015,80 - 84 años,"Desnutrición proteicocalórica, no especificada",129,67,62
2015,80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,124,53,71
2015,80 - 84 años,Otras enfermedades cerebrovasculares,122,60,62
2015,80 - 84 años,Hipertensión esencial (primaria),121,55,66
2015,80 - 84 años,Enfermedad renal crónica,120,60,60
2015,80 - 84 años,Enfermedad renal crónica,117,72,45
2015,80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",875,419,456
2015,80 - 84 años,Otras causas,2153,1162,991
2015,85 y más,Infarto agudo del miocardio,1628,778,850
2015,85 y más,"Neumonía, organismo no especificado",1507,774,733
2015,85 y más,Insuficiencia cardíaca,469,205,264
2015,85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",449,207,242
2015,85 y más,"Diabetes mellitus, no especificada",359,147,212
2015,85 y más,"Desnutrición proteicocalórica, no especificada",358,154,204
2015,85 y más,Otras enfermedades pulmonares obstructivas crónicas,254,132,122
2015,85 y más,Hipertensión esencial (primaria),214,85,129
2015,85 y más,Otras gastroenteritis y colitis de origen infeccioso y no especificado,171,83,88
2015,85 y más,Otras enfermedades cerebrovasculares,156,79,77
2015,85 y más,Tumor maligno del estómago,153,74,79
2015,85 y más,Enfermedad renal crónica,141,70,71
2015,85 y más,Exposición a factores no especificados,141,75,66
2015,85 y más,Enfermedad renal crónica,133,78,55
2015,85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1793,837,956
2015,85 y más,Otras causas,2626,1189,1437
2016,1- 6 días,Dificultad respiratoria del recién nacido,465,295,170
2016,1- 6 días,Sepsis bacteriana del recién nacido,219,129,90
2016,1- 6 días,Neumonía congénita,178,116,62
2016,1- 6 días,Trastornos cardiovasculares originados en el período perinatal,145,84,61
2016,1- 6 días,Asfixia del nacimiento,138,85,53
2016,1- 6 días,Síndromes de aspiración neonatal,133,58,75
2016,1- 6 días,"Otras malformaciones congénitas, no clasificadas en otra parte",125,63,62
2016,1- 6 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",115,67,48
2016,1- 6 días,Otras malformaciones congénitas del corazón,61,37,24
2016,1- 6 días,Hemorragia pulmonar originada en el período perinatal,47,29,18
2016,1- 6 días,"Enfisema intersticial y afecciones relacionadas, originadas en el período perinatal",35,21,14
2016,1- 6 días,Coagulación intravascular diseminada en el feto y el recién nacido,31,18,13
2016,1- 6 días,"Otros problemas respiratorios del recién nacido, originados en el período perinatal",30,16,14
2016,1- 6 días,Anencefalia y malformaciones congénitas similares,28,8,20
2016,1- 6 días,Otras hemorragias neonatales,26,16,10
2016,1- 6 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",99,65,34
2016,1- 6 días,Otras causas,342,197,145
2016,7 - 27 días,Neumonía congénita,255,143,112
2016,7 - 27 días,Sepsis bacteriana del recién nacido,211,103,108
2016,7 - 27 días,Dificultad respiratoria del recién nacido,134,81,53
2016,7 - 27 días,Enterocolitis necrotizante del feto y del recién nacido,66,40,26
2016,7 - 27 días,Trastornos cardiovasculares originados en el período perinatal,57,27,30
2016,7 - 27 días,Otras malformaciones congénitas del corazón,54,30,24
2016,7 - 27 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",52,34,18
2016,7 - 27 días,Coagulación intravascular diseminada en el feto y el recién nacido,43,25,18
2016,7 - 27 días,Hemorragia pulmonar originada en el período perinatal,39,25,14
2016,7 - 27 días,"Otras malformaciones congénitas, no clasificadas en otra parte",36,23,13
2016,7 - 27 días,Otras hemorragias neonatales,35,20,15
2016,7 - 27 días,Asfixia del nacimiento,32,22,10
2016,7 - 27 días,Síndromes de aspiración neonatal,31,13,18
2016,7 - 27 días,"Otros problemas respiratorios del recién nacido, originados en el período perinatal",25,18,7
2016,7 - 27 días,Hemorragia intracraneal no traumática del feto y del recién nacido,23,17,6
2016,7 - 27 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",97,53,44
2016,7 - 27 días,Otras causas,296,173,123
2016,28 días a menos de 1 año,"Neumonía, organismo no especificado",122,691,529
2016,28 días a menos de 1 año,Otras gastroenteritis y colitis de origen infeccioso y no especificado,475,281,194
2016,28 días a menos de 1 año,Otras malformaciones congénitas del corazón,191,106,85
2016,28 días a menos de 1 año,Otras sepsis,184,101,83
2016,28 días a menos de 1 año,Coagulación intravascular diseminada [síndrome de desfibrinación],66,39,27
2016,28 días a menos de 1 año,"Neumonía bacteriana, no clasificada en otra parte",66,32,34
2016,28 días a menos de 1 año,Otros trastornos respiratorios,62,41,21
2016,28 días a menos de 1 año,"Desnutrición proteicocalórica severa, no especificada",61,32,29
2016,28 días a menos de 1 año,"Desnutrición proteicocalórica, no especificada",51,32,19
2016,28 días a menos de 1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",49,33,16
2016,28 días a menos de 1 año,Depleción del volumen,47,26,21
2016,28 días a menos de 1 año,Síndrome de dificultad respiratoria del adulto,47,24,23
