Año,Tipo,Departamento_residencia,Todas las causas,Total,Hombres,Mujeres,Ignorado
2013,Externos,Chiquimula,Traumatismo de regiones no especificadas del cuerpo,223,117,106,
2013,Externos,Chiquimula,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,178,70,108,
2013,Externos,Chiquimula,"Diabetes mellitus, no especificada",177,53,124,
2013,Externos,Chiquimula,Otras cataratas,143,55,88,
2013,Externos,Chiquimula,Glaucoma,141,61,79,1
2013,Externos,Chiquimula,Trastornos de la acomodación y de la refracción,127,66,61,
2013,Externos,Chiquimula,Personas en contacto con los servicios de salud por otras circunstancias,112,43,69,
2013,Externos,Chiquimula,Trastornos del aparato lagrimal,106,41,65,
2013,Externos,Chiquimula,Otros trastornos de la conjuntiva,84,36,48,
2013,Externos,Chiquimula,Conjuntivitis,80,46,34,
2013,Externos,Chiquimula,Otros trastornos del ojo y sus anexos,73,33,40,
2013,Externos,Chiquimula,Presencia de otros implantes funcionales,63,25,38,
2013,Externos,Chiquimula,Traumatismo del ojo y de la órbita,51,43,8,
2013,Externos,Chiquimula,Asma,43,17,26,
2013,Externos,Chiquimula,Gastritis y duodenitis,43,16,27,
2013,Externos,Chiquimula,Diarrea y gastroenteritis de presunto origen infeccioso,41,23,18,
2013,Externos,Chiquimula,Otros trastornos de las venas,38,11,27,
2013,Externos,Chiquimula,Prueba y ajuste de otros dispositivos,36,27,8,1
2013,Externos,Chiquimula,Acné,34,20,14,
2013,Externos,Chiquimula,Hipertensión esencial (primaria),33,14,19,
2013,Externos,Chiquimula,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",33,13,20,
2013,Externos,Chiquimula,Otros tumores malignos de la piel,32,18,14,
2013,Externos,Chiquimula,Otros cuidados posteriores a la cirugía,30,18,12,
2013,Externos,Chiquimula,Amigdalitis aguda,26,18,8,
2013,Externos,Chiquimula,Rinofaringitis aguda [resfriado común],25,9,16,
2013,Externos,Chiquimula,Depleción del volumen,24,13,11,
2013,Externos,Chiquimula,Otras enfermedades del estómago y del duodeno,24,10,14,
2013,Externos,Chiquimula,"Complicaciones de procedimientos, no clasificadas en otra parte",24,12,12,
2013,Externos,Chiquimula,Queratitis,22,9,13,
2013,Externos,Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",203,78,124,1
2013,Externos,Chiquimula,Otras causas,1056,438,616,2
2013,Externos,Jalapa,Otros trastornos del sistema urinario,203,109,94,
2013,Externos,Jalapa,Gastritis y duodenitis,170,70,100,
2013,Externos,Jalapa,Supervisión de embarazo normal,147,,147,
2013,Externos,Jalapa,Diarrea y gastroenteritis de presunto origen infeccioso,144,71,73,
2013,Externos,Jalapa,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",139,78,61,
2013,Externos,Jalapa,Hipertensión esencial (primaria),107,30,77,
2013,Externos,Jalapa,"Diabetes mellitus, no especificada",104,41,63,
2013,Externos,Jalapa,Atención para la anticoncepción,102,71,31,
2013,Externos,Jalapa,Acné,88,42,46,
2013,Externos,Jalapa,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,81,17,64,
2013,Externos,Jalapa,Trastornos de la acomodación y de la refracción,78,26,52,
2013,Externos,Jalapa,Síndrome del colon irritable,75,24,51,
2013,Externos,Jalapa,Glaucoma,74,30,44,
2013,Externos,Jalapa,Otros trastornos de la pigmentación,63,8,55,
2013,Externos,Jalapa,Conjuntivitis,60,27,33,
2013,Externos,Jalapa,"Estado de embarazo, incidental",55,,55,
2013,Externos,Jalapa,Faringitis aguda,51,26,25,
2013,Externos,Jalapa,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",49,18,31,
2013,Externos,Jalapa,Otras enfermedades del estómago y del duodeno,44,15,29,
2013,Externos,Jalapa,Otros trastornos de las venas,42,6,36,
2013,Externos,Jalapa,Otras dermatitis,42,19,23,
2013,Externos,Jalapa,Dorsalgia,41,23,18,
2013,Externos,Jalapa,Insuficiencia renal crónica,39,24,14,1
2013,Externos,Jalapa,Dermatofitosis,37,18,19,
2013,Externos,Jalapa,Liquen simple crónico y prurigo,36,22,14,
2013,Externos,Jalapa,Traumatismo de regiones no especificadas del cuerpo,36,22,14,
2013,Externos,Jalapa,Hiperplasia de la próstata,35,35,,
2013,Externos,Jalapa,Vitíligo,33,14,19,
2013,Externos,Jalapa,Amigdalitis aguda,31,16,14,1
2013,Externos,Jalapa,Colecistitis,31,9,22,
2013,Externos,Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",232,108,124,
2013,Externos,Jalapa,Otras causas,2005,830,1171,4
2013,Externos,Jutiapa,Otros trastornos del sistema urinario,505,113,392,
2013,Externos,Jutiapa,"Diabetes mellitus, no especificada",348,103,243,2
2013,Externos,Jutiapa,"Estado de embarazo, incidental",347,,347,
2013,Externos,Jutiapa,Diarrea y gastroenteritis de presunto origen infeccioso,321,138,183,
2013,Externos,Jutiapa,Hipertensión esencial (primaria),278,72,206,
2013,Externos,Jutiapa,Otras enfermedades del estómago y del duodeno,270,87,183,
2013,Externos,Jutiapa,"Neumonía, organismo no especificado",251,123,128,
2013,Externos,Jutiapa,Glaucoma,246,81,165,
2013,Externos,Jutiapa,Diabetes mellitus no insulinodependiente,227,63,164,
2013,Externos,Jutiapa,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",222,94,127,1
2013,Externos,Jutiapa,Faringitis aguda,214,110,104,
2013,Externos,Jutiapa,Trastornos de la acomodación y de la refracción,201,80,121,
2013,Externos,Jutiapa,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,179,52,127,
2013,Externos,Jutiapa,Acné,159,40,119,
2013,Externos,Jutiapa,Conjuntivitis,158,78,80,
2013,Externos,Jutiapa,Dorsalgia,158,61,97,
2013,Externos,Jutiapa,Rinofaringitis aguda [resfriado común],147,84,63,
2013,Externos,Jutiapa,Fiebre del dengue [dengue clásico],135,63,72,
2013,Externos,Jutiapa,Otros trastornos de las venas,118,10,108,
2013,Externos,Jutiapa,Otros trastornos de la pigmentación,116,10,106,
2013,Externos,Jutiapa,Otitis media supurativa y la no especificada,113,52,60,1
2013,Externos,Jutiapa,Síndrome del colon irritable,106,30,76,
2013,Externos,Jutiapa,"Parasitosis intestinal, sin otra especificación",100,41,59,
2013,Externos,Jutiapa,"Bronquitis, no especificada como aguda o crónica",98,31,67,
2013,Externos,Jutiapa,Dermatofitosis,96,45,51,
2013,Externos,Jutiapa,Vitíligo,83,33,50,
2013,Externos,Jutiapa,Otras dermatitis,81,29,52,
2013,Externos,Jutiapa,Trastornos del aparato lagrimal,80,13,67,
2013,Externos,Jutiapa,Bronquitis aguda,80,50,29,1
2013,Externos,Jutiapa,Otros síndromes de cefalea,78,27,51,
2013,Externos,Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",767,306,459,2
2013,Externos,Jutiapa,Otras causas,4643,1926,2700,17
2014,Internos,Guatemala,Nacidos vivos según lugar de nacimiento,8252,4123,4010,119
2014,Internos,Guatemala,Parto único por cesárea,6972,,6972,
2014,Internos,Guatemala,Diarrea y gastroenteritis de presunto origen infeccioso,4358,1859,2489,10
2014,Internos,Guatemala,Colecistitis,2624,607,2014,3
2014,Internos,Guatemala,"Neumonía, organismo no especificado",2160,1050,1094,16
2014,Internos,Guatemala,Leiomioma del útero,1655,,1655,
2014,Internos,Guatemala,Parto único espontáneo,1632,,1632,
2014,Internos,Guatemala,Apendicitis aguda,1598,711,884,3
2014,Internos,Guatemala,Procedimientos para otros propósitos que no sean los de mejorar el estado de salud,1436,185,1251,
2014,Internos,Guatemala,Traumatismo superficial del tobillo y del pie,1244,541,703,
2014,Internos,Guatemala,Hipertensión esencial (primaria),1182,437,740,5
2014,Internos,Guatemala,Otros trastornos del sistema urinario,1067,242,819,6
2014,Internos,Guatemala,Aborto no especificado,1067,,1067,
2014,Internos,Guatemala,Otros trastornos de la nariz y de los senos paranasales,963,549,414,
2014,Internos,Guatemala,"Apendicitis, no especificada",923,405,516,2
2014,Internos,Guatemala,Traumatismo superficial de la muñeca y de la mano,916,538,378,
2014,Internos,Guatemala,Hernia inguinal,851,582,269,
2014,Internos,Guatemala,"Diabetes mellitus, no especificada",834,342,489,3
2014,Internos,Guatemala,Cálculo del riñón y del uréter,832,511,321,
2014,Internos,Guatemala,Otros trastornos funcionles del intestino,827,363,464,
2014,Internos,Guatemala,Otras cataratas,808,363,442,3
2014,Internos,Guatemala,Otros estados postquirúrgicos,718,263,455,
2014,Internos,Guatemala,Colelitiasis,707,214,493,
2014,Internos,Guatemala,Traumatismo de regiones no especificadas del cuerpo,696,385,309,2
2014,Internos,Guatemala,Dorsalgia,692,292,400,
2014,Internos,Guatemala,"Otros trastornos no inflamatorios del útero, excepto del cuello",670,,670,
2014,Internos,Guatemala,Enfermedades crónicas de las amígdalas y de las adenoides,668,371,294,3
2014,Internos,Guatemala,Fiebre del dengue [dengue clásico],630,307,321,2
2014,Internos,Guatemala,"Trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",617,,617,
2014,Internos,Guatemala,Gastritis y duodenitis,606,216,390,
2014,Internos,Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",22304,9586,12702,16
2014,Internos,Guatemala,Otras causas,41595,18386,23128,81
2014,Internos,El Progreso,Diarrea y gastroenteritis de presunto origen infeccioso,143,58,85,
2014,Internos,El Progreso,Parto único por cesárea,137,,137,
2014,Internos,El Progreso,Nacidos vivos según lugar de nacimiento,121,63,56,2
2014,Internos,El Progreso,Hipertensión esencial (primaria),86,32,54,
2014,Internos,El Progreso,Parto único espontáneo,54,,54,
2014,Internos,El Progreso,"Diabetes mellitus, no especificada",43,13,30,
2014,Internos,El Progreso,Otros trastornos del sistema urinario,40,5,35,
2014,Internos,El Progreso,Colecistitis,39,14,25,
2014,Internos,El Progreso,"Apendicitis, no especificada",38,23,15,
2014,Internos,El Progreso,"Neumonía, organismo no especificado",36,16,20,
2014,Internos,El Progreso,Leucemia linfoide,35,3,32,
2014,Internos,El Progreso,"Otros trastornos no inflamatorios del útero, excepto del cuello",32,,32,
2014,Internos,El Progreso,Fiebre del dengue [dengue clásico],31,15,16,
2014,Internos,El Progreso,Diabetes mellitus no insulinodependiente,29,14,15,
2014,Internos,El Progreso,Apendicitis aguda,28,11,17,
2014,Internos,El Progreso,Aborto no especificado,24,,24,
2014,Internos,El Progreso,Cálculo del riñón y del uréter,22,9,13,
2014,Internos,El Progreso,Hernia inguinal,21,17,4,
2014,Internos,El Progreso,Otras enfermedades del estómago y del duodeno,20,5,15,
2014,Internos,El Progreso,Tumor maligno del cuello del útero,19,,19,
2014,Internos,El Progreso,Hemorragia precoz del embarazo,18,,18,
2014,Internos,El Progreso,Fractura del antebrazo,18,9,9,
2014,Internos,El Progreso,Traumatismo de regiones no especificadas del cuerpo,18,16,2,
2014,Internos,El Progreso,"Tumor maligno de los huesos y de los cartílagos articulares, de otros sitios y de sitios no especificados",17,1,16,
2014,Internos,El Progreso,Depleción del volumen,17,6,11,
2014,Internos,El Progreso,Otros estrabismos,17,4,13,
2014,Internos,El Progreso,Dorsalgia,16,9,7,
2014,Internos,El Progreso,Trastornos mentales y del comportamiento debidos al uso de alcohol,15,15,,
2014,Internos,El Progreso,Otros traumatismos y los no especificados de la cabeza,15,10,5,
2014,Internos,El Progreso,Otras cataratas,14,4,10,
2014,Internos,El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",248,105,143,
2014,Internos,El Progreso,Otras causas,869,398,470,1
2014,Internos,Sacatepequez,Nacidos vivos según lugar de nacimiento,300,132,143,25
2014,Internos,Sacatepequez,Parto único por cesárea,266,,266,
2014,Internos,Sacatepequez,Hernia inguinal,137,85,52,
2014,Internos,Sacatepequez,Diarrea y gastroenteritis de presunto origen infeccioso,121,58,63,
2014,Internos,Sacatepequez,Colelitiasis,116,20,96,
2014,Internos,Sacatepequez,Colecistitis,113,13,100,
2014,Internos,Sacatepequez,Leiomioma del útero,94,,94,
2014,Internos,Sacatepequez,Caries dental,71,36,35,
2014,Internos,Sacatepequez,"Neumonía, organismo no especificado",67,36,31,
2014,Internos,Sacatepequez,Parto único espontáneo,63,,63,
2014,Internos,Sacatepequez,Hiperplasia de la próstata,50,50,,
2014,Internos,Sacatepequez,Apendicitis aguda,44,22,22,
2014,Internos,Sacatepequez,Leucemia linfoide,42,7,35,
2014,Internos,Sacatepequez,Otros trastornos del sistema urinario,38,8,30,
2014,Internos,Sacatepequez,Hernia umbilical,36,10,26,
2014,Internos,Sacatepequez,"Diabetes mellitus, no especificada",34,17,17,
2014,Internos,Sacatepequez,Enfermedades crónicas de las amígdalas y de las adenoides,32,17,15,
2014,Internos,Sacatepequez,Procedimientos para otros propósitos que no sean los de mejorar el estado de salud,32,1,31,
2014,Internos,Sacatepequez,Aborto no especificado,31,,31,
2014,Internos,Sacatepequez,Gonartrosis [artrosis de la rodilla],30,11,19,
2014,Internos,Sacatepequez,Otras enfermedades del estómago y del duodeno,29,16,13,
2014,Internos,Sacatepequez,Prolapso genital femenino,26,,26,
2014,Internos,Sacatepequez,Hipertensión esencial (primaria),25,10,15,
2014,Internos,Sacatepequez,Amigdalitis aguda,24,13,11,
2014,Internos,Sacatepequez,Venas varicosas de los miembros inferiores,23,1,22,
2014,Internos,Sacatepequez,Fisura del paladar,22,16,6,
2014,Internos,Sacatepequez,Tumor maligno del cuello del útero,21,,21,
2014,Internos,Sacatepequez,Traumatismo superficial del tobillo y del pie,21,12,9,
2014,Internos,Sacatepequez,Traumatismo superficial de la muñeca y de la mano,19,12,7,
2014,Internos,Sacatepequez,Traumatismo de regiones no especificadas del cuerpo,19,8,11,
2014,Internos,Sacatepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",351,159,192,
2014,Internos,Sacatepequez,Otras causas,1204,542,662,
2014,Internos,Chimaltenango,Nacidos vivos según lugar de nacimiento,574,260,287,27
2014,Internos,Chimaltenango,Parto único espontáneo,324,,324,
2014,Internos,Chimaltenango,Parto único por cesárea,311,,311,
2014,Internos,Chimaltenango,"Neumonía, organismo no especificado",206,105,101,
2014,Internos,Chimaltenango,Colecistitis,182,30,152,
2014,Internos,Chimaltenango,Diarrea y gastroenteritis de presunto origen infeccioso,162,69,93,
2014,Internos,Chimaltenango,Otros trastornos del sistema urinario,154,53,101,
2014,Internos,Chimaltenango,Apendicitis aguda,139,49,90,
2014,Internos,Chimaltenango,"Apendicitis, no especificada",131,75,56,
2014,Internos,Chimaltenango,Otras enfermedades del estómago y del duodeno,98,28,70,
2014,Internos,Chimaltenango,Hernia inguinal,91,58,33,
2014,Internos,Chimaltenango,Leucemia linfoide,85,54,31,
2014,Internos,Chimaltenango,Aborto no especificado,83,,83,
2014,Internos,Chimaltenango,"Diabetes mellitus, no especificada",72,28,44,
2014,Internos,Chimaltenango,"Otros trastornos no inflamatorios del útero, excepto del cuello",64,,64,
2014,Internos,Chimaltenango,Colelitiasis,57,9,48,
2014,Internos,Chimaltenango,Hiperplasia de la próstata,48,48,,
2014,Internos,Chimaltenango,Leiomioma del útero,47,,47,
2014,Internos,Chimaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,41,30,11,
2014,Internos,Chimaltenango,Hipertensión esencial (primaria),40,12,28,
2014,Internos,Chimaltenango,Gastritis y duodenitis,37,11,26,
2014,Internos,Chimaltenango,Otras enfermedades pulmonares obstructivas crónicas,36,9,27,
2014,Internos,Chimaltenango,Amebiasis,33,17,16,
2014,Internos,Chimaltenango,Cálculo del riñón y del uréter,32,22,10,
2014,Internos,Chimaltenango,Prolapso genital femenino,31,,31,
2014,Internos,Chimaltenango,Fisura del paladar,31,15,16,
2014,Internos,Chimaltenango,Infecciones intestinales debidas a virus y otros organismos especificados,30,19,11,
2014,Internos,Chimaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,30,26,4,
2014,Internos,Chimaltenango,Diabetes mellitus no insulinodependiente,30,9,21,
2014,Internos,Chimaltenango,Otras cataratas,30,10,20,
2014,Internos,Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",150,63,87,
2014,Internos,Chimaltenango,Otras causas,1500,640,854,6
2014,Internos,Escuintla,Nacidos vivos según lugar de nacimiento,864,420,429,15
2014,Internos,Escuintla,Parto único por cesárea,596,,596,
